ab_people_rate,cn_count,cn_rate,crawled,fulltime_rate,spider,street_code,white_rate
0.491,,,,0.617,,rg29lq,0.864
0.491,1,0.003,,0.658,,rg29lu,0.911
0.482,1,0.003,,0.586,,rg29hf,0.862
0.239,,,,0.844,,rg29lt,0.921
0.239,,,,0.844,,rg29lp,0.921
0.491,1,0.003,,0.658,,rg29ln,0.911
0.491,1,0.003,,0.658,,rg29lx,0.911
0.491,,,,0.617,,rg29lg,0.864
0.491,1,0.003,,0.658,,rg29ly,0.911
0.239,,,,0.844,,rg29ls,0.921
0.372,2,0.003,,0.544,,rg29nf,0.915
0.532,6,0.025,,0.5,,rg29jl,0.844
0.524,2,0.008,,0.475,,rg29ld,0.914
0.491,1,0.003,,0.658,,rg29ll,0.911
0.265,,,,0.547,,rg29nn,0.957
0.372,2,0.003,,0.544,,rg29ne,0.915
0.491,1,0.003,,0.658,,rg29np,0.911
0.372,2,0.003,,0.544,,rg29ng,0.915
0.372,2,0.003,,0.544,,rg29nr,0.915
0.491,1,0.003,,0.658,,rg29nl,0.911
0.252,,,,0.568,,rg29ns,0.811
0.491,1,0.003,,0.658,,rg29nj,0.911
0.491,1,0.003,,0.658,,rg29na,0.911
0.336,,,,0.487,,rg29ny,0.98
0.336,,,,0.487,,rg29nx,0.98
0.495,3,0.009,,0.394,,rg29jp,0.946
0.389,,,,0.486,,rg29lz,0.953
0.318,,,,0.382,,rg29pd,0.958
0.252,,,,0.568,,rg29lw,0.811
0.495,3,0.009,,0.394,,rg29hz,0.946
0.491,1,0.003,,0.658,,rg29nu,0.911
0.336,,,,0.487,,rg29jr,0.98
0.372,2,0.003,,0.544,,rg29nz,0.915
0.239,,,,0.844,,rg29nw,0.921
0.389,,,,0.486,,rg29pl,0.953
0.336,,,,0.487,,rg29pq,0.98
0.389,,,,0.486,,rg29pr,0.953
0.372,2,0.003,,0.544,,rg29nd,0.915
0.265,,,,0.547,,rg29pt,0.957
0.252,,,,0.568,,rg29nt,0.811
0.318,,,,0.382,,rg29px,0.958
0.336,,,,0.487,,rg29pb,0.98
0.318,,,,0.382,,rg29py,0.958
0.318,,,,0.382,,rg29pz,0.958
0.336,,,,0.487,,rg29pu,0.98
0.336,,,,0.487,,rg29ph,0.98
0.336,,,,0.487,,rg29qd,0.98
0.389,,,,0.486,,rg29pj,0.953
0.318,,,,0.382,,rg29pe,0.958
0.389,,,,0.486,,rg29pp,0.953
0.336,,,,0.487,,rg29pf,0.98
0.336,,,,0.487,,rg29qe,0.98
0.252,,,,0.568,,rg29qn,0.811
0.372,2,0.003,,0.544,,rg29qp,0.915
0.389,,,,0.486,,rg29ps,0.953
0.389,,,,0.486,,rg29pn,0.953
0.495,3,0.009,,0.394,,rg29qr,0.946
0.265,,,,0.547,,rg29qj,0.957
0.372,2,0.003,,0.544,,rg29ql,0.915
0.336,,,,0.487,,rg29qa,0.98
0.491,1,0.003,,0.658,,rg29nb,0.911
0.318,,,,0.382,,rg29pa,0.958
0.239,,,,0.844,,rg29nh,0.921
0.372,2,0.003,,0.544,,rg29nq,0.915
0.384,4,0.014,,0.565,,rg29rb,0.807
0.239,,,,0.844,,rg29qg,0.921
0.372,2,0.003,,0.544,,rg29qz,0.915
0.384,4,0.014,,0.565,,rg29rd,0.807
0.384,4,0.014,,0.565,,rg29ra,0.807
0.384,4,0.014,,0.565,,rg29rj,0.807
0.598,8,0.034,,0.642,,rg29rg,0.732
0.372,2,0.003,,0.544,,rg29qs,0.915
0.384,4,0.014,,0.565,,rg29rl,0.807
0.433,3,0.012,,0.544,,rg29qy,0.644
0.384,4,0.014,,0.565,,rg29rh,0.807
0.384,4,0.014,,0.565,,rg29rs,0.807
0.374,,,,0.767,,rg29rt,0.709
0.336,,,,0.487,,rg29pg,0.98
0.433,3,0.012,,0.544,,rg29ru,0.644
0.433,3,0.012,,0.544,,rg29qx,0.644
0.336,,,,0.487,,rg29qb,0.98
0.433,3,0.012,,0.544,,rg29rx,0.644
0.336,,,,0.487,,rg29qf,0.98
0.598,8,0.034,,0.642,,rg29re,0.732
0.318,,,,0.382,,rg29qh,0.958
0.265,,,,0.547,,rg29qq,0.957
0.384,4,0.014,,0.565,,rg29rr,0.807
